player,team,market,line,over_price,under_price,event,home_team,away_team,game_time,book,position,market_key,proj,edge,over_ev,under_ev,note,rank_score
Ollie Gordon II (MIA) - 1Q,,Anytime TD,,2500.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Khalil Shakir (BUF) - 1Q,,Anytime TD,,850.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Khalil Shakir (BUF) & Buffalo Bills,,Anytime TD,,240.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Josh Palmer (BUF) - 1Q,,Anytime TD,,1500.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Joshua Palmer (BUF) & Buffalo Bills,,Anytime TD,,250.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Josh Allen (BUF) & Buffalo Bills,,Anytime TD,,-167.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Josh Allen (BUF) & Miami Dolphins,,Anytime TD,,1700.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Josh Allen (BUF) - 1Q,,Anytime TD,,375.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Josh Palmer,BUF,Receiving Yards,35.5,-115.0,-115.0,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,WR,rec_yards,35.5,0.0,,,,0.0
Tyrell Shavers (BUF) - 1Q,,Anytime TD,,3000.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Joshua Palmer (BUF) & Miami Dolphins,,Anytime TD,,4000.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Julian Hill (MIA) - 1Q,,Anytime TD,,2000.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Keon Coleman (BUF) & Buffalo Bills,,Anytime TD,,200.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Keon Coleman (BUF) & Miami Dolphins,,Anytime TD,,3300.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Keon Coleman (BUF) - 1Q,,Anytime TD,,750.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,,any_td,,,,,projection_missing,0.0
Jaylen Waddle,BUF,Anytime TD,,210.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,WR,any_td,0.3122,,-0.032179999999999986,,,-0.032179999999999986
Khalil Shakir,BUF,Anytime TD,,210.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,WR,any_td,0.2891,,-0.10378999999999994,,,-0.10378999999999994
James Cook,BUF,Anytime TD,,-176.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,RB,any_td,0.5521,,-0.134206818181818,,,-0.134206818181818
Josh Palmer,BUF,Anytime TD,,275.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,WR,any_td,0.22,,-0.17500000000000004,,,-0.17500000000000004
Josh Allen,BUF,Anytime TD,,-176.0,,Miami Dolphins @ Buffalo Bills,Bills,Dolphins,1758240900000,Bovada,QB,any_td,0.2496,,-0.6085818181818181,,,-0.6085818181818181
